order,set_key,subject_url,subject_description,resize,file_path,thumbnail,width,height,alto
1,"http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-1/","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-1/","The Alaska daily empire. October 26, 1918. Page 1",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0087.jpg","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-1/thumbnail.jpg",7363,8819,"http://s3.amazonaws.com/ndnp-batches/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0087.xml"
2,"http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-2/","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-2/","The Alaska daily empire. October 26, 1918. Page 2",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0088.jpg","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-2/thumbnail.jpg",7242,8907,"http://s3.amazonaws.com/ndnp-batches/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0088.xml"
3,"http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-3/","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-3/","The Alaska daily empire. October 26, 1918. Page 3",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0089.jpg","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-3/thumbnail.jpg",7334,8878,"http://s3.amazonaws.com/ndnp-batches/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0089.xml"
4,"http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-4/","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-4/","The Alaska daily empire. October 26, 1918. Page 4",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0090.jpg","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-4/thumbnail.jpg",7120,8935,"http://s3.amazonaws.com/ndnp-batches/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0090.xml"
5,"http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-5/","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-5/","The Alaska daily empire. October 26, 1918. Page 5",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0091.jpg","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-5/thumbnail.jpg",7304,8859,"http://s3.amazonaws.com/ndnp-batches/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0091.xml"
6,"http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-6/","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-6/","The Alaska daily empire. October 26, 1918. Page 6",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0092.jpg","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-6/thumbnail.jpg",7333,8878,"http://s3.amazonaws.com/ndnp-batches/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0092.xml"
7,"http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-7/","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-7/","The Alaska daily empire. October 26, 1918. Page 7",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0093.jpg","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-7/thumbnail.jpg",7213,8868,"http://s3.amazonaws.com/ndnp-batches/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0093.xml"
8,"http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-8/","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-8/","The Alaska daily empire. October 26, 1918. Page 8",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0094.jpg","http://chroniclingamerica.loc.gov/lccn/sn84020657/1918-10-26/ed-1/seq-8/thumbnail.jpg",7361,8868,"http://s3.amazonaws.com/ndnp-batches/ak_albatross_ver01/data/sn84020657/00279526703/1918102601/0094.xml"
