order,set_key,subject_url,subject_description,resize,file_path,thumbnail,width,height,alto
1104,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-3/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-3/","The Southern herald. August 30, 1918. Page 3",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0745.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-3/thumbnail.jpg",3412,5659,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0745.xml"
1105,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-4/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-4/","The Southern herald. August 30, 1918. Page 4",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0746.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-4/thumbnail.jpg",3500,5559,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0746.xml"
1106,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-5/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-5/","The Southern herald. August 30, 1918. Page 5",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0747.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-5/thumbnail.jpg",3512,5604,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0747.xml"
1107,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-6/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-6/","The Southern herald. August 30, 1918. Page 6",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0748.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-6/thumbnail.jpg",3556,5711,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0748.xml"
1108,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-7/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-7/","The Southern herald. August 30, 1918. Page 7",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0749.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-7/thumbnail.jpg",3380,5565,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0749.xml"
1109,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-8/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-8/","The Southern herald. August 30, 1918. Page 8",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0750.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-08-30/ed-1/seq-8/thumbnail.jpg",3348,5595,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918083001/0750.xml"
1110,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-1/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-1/","The Southern herald. September 13, 1918. Page 1",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0753.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-1/thumbnail.jpg",3456,5662,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0753.xml"
1111,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-2/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-2/","The Southern herald. September 13, 1918. Page 2",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0754.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-2/thumbnail.jpg",3540,5717,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0754.xml"
1112,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-3/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-3/","The Southern herald. September 13, 1918. Page 3",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0755.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-3/thumbnail.jpg",3472,5676,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0755.xml"
1113,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-4/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-4/","The Southern herald. September 13, 1918. Page 4",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0756.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-4/thumbnail.jpg",3352,5574,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0756.xml"
1114,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-5/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-5/","The Southern herald. September 13, 1918. Page 5",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0757.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-5/thumbnail.jpg",3376,5596,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0757.xml"
1115,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-6/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-6/","The Southern herald. September 13, 1918. Page 6",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0758.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-6/thumbnail.jpg",3340,5660,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0758.xml"
1116,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-7/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-7/","The Southern herald. September 13, 1918. Page 7",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0759.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-7/thumbnail.jpg",3492,5686,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0759.xml"
1117,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-8/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-8/","The Southern herald. September 13, 1918. Page 8",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0760.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-13/ed-1/seq-8/thumbnail.jpg",3468,5538,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918091301/0760.xml"
1118,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-1/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-1/","The Southern herald. September 27, 1918. Page 1",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918092701/0762.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-1/thumbnail.jpg",3592,5681,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918092701/0762.xml"
1119,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-2/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-2/","The Southern herald. September 27, 1918. Page 2",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918092701/0763.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-2/thumbnail.jpg",3324,5515,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918092701/0763.xml"
1120,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-3/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-3/","The Southern herald. September 27, 1918. Page 3",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918092701/0764.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-3/thumbnail.jpg",3392,5503,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918092701/0764.xml"
1121,"http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-4/","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-4/","The Southern herald. September 27, 1918. Page 4",1.000000,"http://s3.amazonaws.com/ndnp-jpeg-surrogates/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918092701/0765.jpg","http://chroniclingamerica.loc.gov/lccn/sn87007277/1918-09-27/ed-1/seq-4/thumbnail.jpg",3392,5574,"http://s3.amazonaws.com/ndnp-batches/msar_lightningbolt_ver03/data/sn87007277/00415662427/1918092701/0765.xml"
