order,subject_url,subject_description,resize,file_path,thumbnail,width,height,alto
1,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-1/","Tonopah daily bonanza. April 07, 1917. Page 1",0.250000,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-1/image_1126x1616.jpg","http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-1/thumbnail.jpg",1126,1616,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-1/ocr.xml"
2,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-2/","Tonopah daily bonanza. April 07, 1917. Page 2",0.250000,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-2/image_1133x1611.jpg","http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-2/thumbnail.jpg",1133,1611,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-2/ocr.xml"
3,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-3/","Tonopah daily bonanza. April 07, 1917. Page 3",0.250000,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-3/image_1128x1607.jpg","http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-3/thumbnail.jpg",1128,1607,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-3/ocr.xml"
4,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-4/","Tonopah daily bonanza. April 07, 1917. Page 4",0.250000,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-4/image_1127x1607.jpg","http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-4/thumbnail.jpg",1127,1607,"http://chroniclingamerica.loc.gov/lccn/sn86076142/1917-04-07/ed-1/seq-4/ocr.xml"
