order,subject_url,subject_description,resize,file_path,thumbnail,width,height,alto
1,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-1/","Hickory daily record. volume April 07, 1917. Page 1",0.250000,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-1/image_1602x2194.jpg","http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-1/thumbnail.jpg",1602,2194,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-1/ocr.xml"
2,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-2/","Hickory daily record. volume April 07, 1917. Page 2",0.250000,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-2/image_1589x2218.jpg","http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-2/thumbnail.jpg",1589,2218,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-2/ocr.xml"
3,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-3/","Hickory daily record. volume April 07, 1917. Page 3",0.250000,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-3/image_1601x2197.jpg","http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-3/thumbnail.jpg",1601,2197,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-3/ocr.xml"
4,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-4/","Hickory daily record. volume April 07, 1917. Page 4",0.250000,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-4/image_1607x2228.jpg","http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-4/thumbnail.jpg",1607,2228,"http://chroniclingamerica.loc.gov/lccn/sn91068423/1917-04-07/ed-1/seq-4/ocr.xml"
