key,name,description,cover_image_url,external_url
test1,"Daily capital journal.","Daily capital journal., August 30, 1916","http://chroniclingamerica.loc.gov/lccn/sn99063957/1916-08-30/ed-1/seq-1/image_512x512_from_1000,0_to_3052,2052.jpg",http://chroniclingamerica.loc.gov/lccn/sn99063957/1916-08-30/ed-1/
